OBJECTID,GEOID,NAME,Total_Population,White_Total,Black_Total,AmerInd_AlaskaNat_Total,Asian_Total,NatHawaii_OthPI_Total,Some_Other_Race_Total,Two_or_More_Races_Total,WhiteNH_Total,POC_Total,Total_Under_18,White_Under_18,Black_Under_18,AmerInd_AlaskaNat_Under_18,Asian_Under_18,NatHawaii_OthPI_Under_18,Some_Other_Race_Under_18,Two_or_More_Races_Under_18,WhiteNH_Under_18,POC_Under_18,Total_65_and_Over,White_65_and_Over,Black_65_and_Over,AmerInd_AlaskaNat_65_and_Over,Asian_65_and_Over,NatHawaii_OthPI_65_and_Over,Some_Other_Race_65_and_Over,Two_or_More_Races_65_and_Over,WhiteNH_65_and_Over,POC_65_and_Over,Total_18_to_64,White_18_to_64,Black_18_to_64,AmerInd_AlaskaNat_18_to_64,Asian_18_to_64,NatHawaii_OthPI_18_to_64,Some_Other_Race_18_to_64,Two_or_More_Races_18_to_64,WhiteNH_18_to_64,POC_18_to_64,ACS_VINTAGE,TRACT_LABEL,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES
81,53033007800,"Census Tract 78, King County, Washington",5263,4000,678,50,341,0,126,68,3822,1441,1097,738,131,37,77,0,86,28,650,447,695,405,177,0,101,0,0,12,405,290,3471,2857,370,13,163,0,40,28,2767,704,5Y10,78,Seattle,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine"
82,53033007900,"Census Tract 79, King County, Washington",4997,3380,692,97,336,0,320,172,3100,1897,374,182,80,0,10,0,78,24,92,282,560,285,192,19,25,0,0,39,285,275,4063,2913,420,78,301,0,242,109,2723,1340,5Y10,79,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park"
83,53033008001,"Census Tract 80.01, King County, Washington",5003,3798,262,41,682,0,84,136,3596,1407,55,42,0,0,0,0,13,0,42,13,332,318,14,0,0,0,0,0,318,14,4616,3438,248,41,682,0,71,136,3236,1380,5Y10,80.01,Seattle,13.1,13,Belltown,"Belltown, Denny Regrade"
84,53033008002,"Census Tract 80.02, King County, Washington",2731,2082,222,25,233,0,62,107,1965,766,76,37,0,0,0,0,0,39,37,39,325,245,11,15,34,0,20,0,245,80,2330,1800,211,10,199,0,42,68,1683,647,5Y10,80.02,Seattle,13.1,13,Belltown,"Belltown, Denny Regrade"
85,53033008100,"Census Tract 81, King County, Washington",4399,2900,503,102,419,15,172,288,2900,1499,102,17,0,0,21,0,0,64,17,85,539,437,0,0,86,0,16,0,437,102,3758,2446,503,102,312,15,156,224,2446,1312,5Y10,81,Seattle,13.2,13,Downtown Commercial Core,"Downtown Commercial Core, West Edge, Central Business District, Pike Place Market, Pioneer Square"
86,53033008200,"Census Tract 82, King County, Washington",2844,2169,273,51,218,0,0,133,2099,745,15,15,0,0,0,0,0,0,15,0,760,706,20,0,34,0,0,0,706,54,2069,1448,253,51,184,0,0,133,1378,691,5Y10,82,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park"
87,53033008300,"Census Tract 83, King County, Washington",2397,2081,62,8,193,0,37,16,2042,355,0,0,0,0,0,0,0,0,0,0,416,288,16,0,112,0,0,0,288,128,1981,1793,46,8,81,0,37,16,1754,227,5Y10,83,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park"
88,53033008400,"Census Tract 84, King County, Washington",4035,2894,317,12,607,23,69,113,2825,1210,215,89,113,0,0,0,0,13,73,142,455,393,47,0,15,0,0,0,393,62,3365,2412,157,12,592,23,69,100,2359,1006,5Y10,84,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill"
89,53033008500,"Census Tract 85, King County, Washington",3890,1674,1062,95,504,55,228,272,1530,2360,295,19,94,0,90,0,26,66,19,276,237,107,33,0,91,0,0,6,107,130,3358,1548,935,95,323,55,202,200,1404,1954,5Y10,85,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park"
90,53033008600,"Census Tract 86, King County, Washington",5371,3221,507,124,949,14,183,373,2978,2393,307,145,67,0,39,0,28,28,145,162,217,49,46,0,112,0,0,10,49,168,4847,3027,394,124,798,14,155,335,2784,2063,5Y10,86,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park"
91,53033008700,"Census Tract 87, King County, Washington",4058,2132,1115,60,384,11,15,341,1723,2335,731,308,224,0,10,0,0,189,199,532,301,105,75,8,92,0,0,21,105,196,3026,1719,816,52,282,11,15,131,1419,1607,5Y10,87,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park"
92,53033008800,"Census Tract 88, King County, Washington",3393,1710,1169,0,105,0,94,315,1645,1748,599,213,226,0,0,0,50,110,213,386,400,60,333,0,0,0,0,7,60,340,2394,1437,610,0,105,0,44,198,1372,1022,5Y10,88,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park"
93,53033008900,"Census Tract 89, King County, Washington",5312,2228,2135,36,281,0,337,295,2177,3135,1107,333,440,0,18,0,237,79,333,774,608,179,342,0,38,0,0,49,172,436,3597,1716,1353,36,225,0,100,167,1672,1925,5Y10,89,Seattle,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine"
94,53033009000,"Census Tract 90, King County, Washington",2327,571,602,10,862,24,166,92,422,1905,233,7,82,0,52,0,92,0,7,226,651,38,167,0,399,24,0,23,38,613,1443,526,353,10,411,0,74,69,377,1066,5Y10,90,Seattle,5.2,5,Judkins Park,"Judkins Park, Central Area, Little Saigon, Atlantic"
95,53033009100,"Census Tract 91, King County, Washington",2319,276,257,17,1670,0,0,99,276,2043,286,0,67,0,189,0,0,30,0,286,658,37,13,9,599,0,0,0,37,621,1375,239,177,8,882,0,0,69,239,1136,5Y10,91,Seattle,13.3,13,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District"
96,53033009200,"Census Tract 92, King County, Washington",2187,1081,330,10,609,31,11,115,1040,1147,49,11,17,0,10,0,0,11,11,38,441,99,25,0,306,0,11,0,88,353,1697,971,288,10,293,31,0,104,941,756,5Y10,92,Seattle,13.3,13,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District"
97,53033009300,"Census Tract 93, King County, Washington",2007,960,438,22,517,0,0,70,873,1134,157,0,90,0,47,0,0,20,0,157,315,130,16,14,142,0,0,13,130,185,1535,830,332,8,328,0,0,37,743,792,5Y10,93,Seattle,3.3,3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square"
98,53033009400,"Census Tract 94, King County, Washington",5458,1666,762,137,2270,134,226,263,1652,3806,938,237,220,64,312,0,0,105,237,701,785,120,84,0,554,12,0,15,120,665,3735,1309,458,73,1404,122,226,143,1295,2440,5Y10,94,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park"
99,53033009500,"Census Tract 95, King County, Washington",5638,3041,879,122,1041,0,169,386,2939,2699,1371,702,184,0,216,0,79,190,628,743,546,213,167,0,150,0,0,16,213,333,3721,2126,528,122,675,0,90,180,2098,1623,5Y10,95,Seattle,4.4,4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic"
100,53033009600,"Census Tract 96, King County, Washington",5714,5193,125,0,226,0,0,170,5067,647,833,766,0,0,16,0,0,51,716,117,1223,1173,8,0,42,0,0,0,1173,50,3658,3254,117,0,168,0,0,119,3178,480,5Y10,96,Seattle,1.4,1,Alki/Admiral,"Alki, Admiral"
101,53033009701,"Census Tract 97.01, King County, Washington",5622,4947,22,60,258,47,0,288,4758,864,824,691,0,0,14,0,0,119,654,170,670,640,0,0,30,0,0,0,640,30,4128,3616,22,60,214,47,0,169,3464,664,5Y10,97.01,Seattle,1.4,1,Alki/Admiral,"Alki, Admiral"
102,53033009702,"Census Tract 97.02, King County, Washington",5186,4488,58,36,258,61,52,233,4433,753,1118,905,0,0,77,0,0,136,905,213,576,576,0,0,0,0,0,0,559,17,3492,3007,58,36,181,61,52,97,2969,523,5Y10,97.02,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral"
103,53033009800,"Census Tract 98, King County, Washington",6127,5460,51,0,195,0,11,410,5170,957,1159,898,0,0,31,0,0,230,898,261,612,567,0,0,27,0,0,18,567,45,4356,3995,51,0,137,0,11,162,3705,651,5Y10,98,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral"
104,53033009900,"Census Tract 99, King County, Washington",5091,3699,256,21,438,0,359,318,3567,1524,740,572,25,0,74,0,43,26,557,183,267,172,0,0,95,0,0,0,128,139,4084,2955,231,21,269,0,316,292,2882,1202,5Y10,99,Seattle,2.1,2,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island"
105,53033010001,"Census Tract 100.01, King County, Washington",3781,1064,966,0,1525,0,39,187,850,2931,887,195,333,0,262,0,0,97,90,797,435,50,43,0,342,0,0,0,50,385,2459,819,590,0,921,0,39,90,710,1749,5Y10,100.01,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park"
106,53033010002,"Census Tract 100.02, King County, Washington",4238,1827,338,39,1416,74,341,203,1220,3018,582,360,37,0,99,0,35,51,148,434,414,45,135,0,220,0,0,14,45,369,3242,1422,166,39,1097,74,306,138,1027,2215,5Y10,100.02,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park"
107,53033010100,"Census Tract 101, King County, Washington",6225,2622,1402,139,1367,17,442,236,2544,3681,1236,568,226,17,175,0,133,117,548,688,1151,302,440,0,313,0,74,22,302,849,3838,1752,736,122,879,17,235,97,1694,2144,5Y10,101,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City"
108,53033010200,"Census Tract 102, King County, Washington",4825,2820,708,0,884,0,136,277,2776,2049,1066,601,173,0,211,0,11,70,582,484,598,335,74,0,141,0,18,30,335,263,3161,1884,461,0,532,0,107,177,1859,1302,5Y10,102,Seattle,4.3,4,Seward Park,"Seward Park, Hillman City"
109,53033010300,"Census Tract 103, King County, Washington",6047,1662,1575,95,1677,583,343,112,1643,4404,1296,241,349,0,375,302,29,0,241,1055,701,181,243,0,221,56,0,0,181,520,4050,1240,983,95,1081,225,314,112,1221,2829,5Y10,103,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City"
110,53033010401,"Census Tract 104.01, King County, Washington",4516,979,623,0,2397,316,17,184,956,3560,1016,167,229,0,557,22,0,41,167,849,687,149,93,0,384,38,0,23,149,538,2813,663,301,0,1456,256,17,120,640,2173,5Y10,104.01,Seattle,3.5,3,Beacon Hill,Beacon Hill
111,53033010402,"Census Tract 104.02, King County, Washington",4454,1098,544,0,2620,14,54,124,1091,3363,976,24,177,0,646,0,34,95,17,959,724,293,29,0,400,0,2,0,293,431,2754,781,338,0,1574,14,18,29,781,1973,5Y10,104.02,Seattle,3.5,3,Beacon Hill,Beacon Hill
112,53033010500,"Census Tract 105, King County, Washington",6424,5476,189,62,392,0,14,291,5191,1233,830,640,15,0,25,0,0,150,575,255,1151,1106,11,8,26,0,0,0,1089,62,4443,3730,163,54,341,0,14,141,3527,916,5Y10,105,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral"
113,53033010600,"Census Tract 106, King County, Washington",7087,6138,227,11,295,64,15,337,6027,1060,1233,1002,43,0,16,0,0,172,985,248,902,817,43,0,28,0,0,14,799,103,4952,4319,141,11,251,64,15,151,4243,709,5Y10,106,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park"
114,53033010701,"Census Tract 107.01, King County, Washington",2622,1172,499,0,707,17,91,136,1111,1511,593,235,164,0,102,0,28,64,223,370,152,47,38,0,50,17,0,0,47,105,1877,890,297,0,555,0,63,72,841,1036,5Y10,107.01,Seattle,2.2,2,High Point,"High Point, Delridge"
115,53033010702,"Census Tract 107.02, King County, Washington",2620,1105,769,160,530,0,0,56,1055,1565,782,96,417,96,157,0,0,16,96,686,177,38,0,0,128,0,0,11,38,139,1661,971,352,64,245,0,0,29,921,740,5Y10,107.02,Seattle,2.2,2,High Point,"High Point, Delridge"
116,53033010800,"Census Tract 108, King County, Washington",4683,2754,409,10,1203,45,114,148,2441,2242,1047,359,135,0,399,21,43,90,279,768,280,208,0,0,48,14,0,10,208,72,3356,2187,274,10,756,10,71,48,1954,1402,5Y10,108,Seattle,2.3,2,Riverview,"Riverview, Delridge"
117,53033010900,"Census Tract 109, King County, Washington",1339,928,81,7,50,0,77,196,802,537,179,118,12,0,0,0,0,49,73,106,111,68,0,0,0,0,0,43,68,43,1049,742,69,7,50,0,77,104,661,388,5Y10,109,Seattle,3.2,3,Georgetown,Georgetown
118,53033011001,"Census Tract 110.01, King County, Washington",4148,867,1086,32,1650,210,43,260,551,3597,1174,176,350,0,486,44,0,118,111,1063,624,137,114,17,338,18,0,0,123,501,2350,554,622,15,826,148,43,142,317,2033,5Y10,110.01,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park"
119,53033011002,"Census Tract 110.02, King County, Washington",3774,457,1005,103,1920,166,19,104,442,3332,767,104,304,30,260,20,0,49,104,663,315,49,15,16,206,0,0,29,49,266,2692,304,686,57,1454,146,19,26,289,2403,5Y10,110.02,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park"
120,53033011101,"Census Tract 111.01, King County, Washington",4162,722,1305,229,1588,183,12,123,625,3537,984,109,354,77,362,0,0,82,74,910,646,56,231,0,312,37,0,10,56,590,2532,557,720,152,914,146,12,31,495,2037,5Y10,111.01,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City"
121,53033011102,"Census Tract 111.02, King County, Washington",4205,2242,622,24,1102,28,113,74,1930,2275,672,327,46,17,241,0,26,15,278,394,917,623,68,0,200,15,0,11,616,301,2616,1292,508,7,661,13,87,48,1036,1580,5Y10,111.02,Seattle,4.3,4,Seward Park,"Seward Park, Hillman City"
122,53033011200,"Census Tract 112, King County, Washington",4102,2516,233,18,721,121,226,267,1246,2856,927,520,63,0,210,74,21,39,205,722,318,137,45,0,83,14,19,20,137,181,2857,1859,125,18,428,33,186,208,904,1953,5Y10,112,Seattle,3.1,3,South Park,South Park
123,53033011300,"Census Tract 113, King County, Washington",5527,3371,387,28,1437,0,89,215,2875,2652,1039,494,12,0,425,0,18,90,384,655,602,442,34,0,126,0,0,0,398,204,3886,2435,341,28,886,0,71,125,2093,1793,5Y10,113,Seattle,2.5,2,Highland Park,"Highland Park, Westwood, White Center, South Delridge"
124,53033011401,"Census Tract 114.01, King County, Washington",3919,2352,541,0,534,128,90,274,1936,1983,644,286,63,0,144,10,23,118,260,384,297,155,34,0,81,0,19,8,155,142,2978,1911,444,0,309,118,48,148,1521,1457,5Y10,114.01,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center"
125,53033011402,"Census Tract 114.02, King County, Washington",4193,3048,205,96,211,0,550,83,2154,2039,1146,806,46,0,33,0,242,19,471,675,364,284,0,12,39,0,29,0,264,100,2683,1958,159,84,139,0,279,64,1419,1264,5Y10,114.02,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center"
126,53033011500,"Census Tract 115, King County, Washington",4152,3391,48,0,492,0,11,210,3186,966,646,444,0,0,63,0,11,128,359,287,388,308,27,0,42,0,0,11,282,106,3118,2639,21,0,387,0,0,71,2545,573,5Y10,115,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center"
127,53033011600,"Census Tract 116, King County, Washington",6304,5653,96,23,319,0,29,184,5593,711,1007,795,24,0,91,0,0,97,780,227,1043,988,3,0,52,0,0,0,988,55,4254,3870,69,23,176,0,29,87,3825,429,5Y10,116,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park"
128,53033011700,"Census Tract 117, King County, Washington",6708,817,2098,19,3537,0,45,192,761,5947,2066,50,894,0,1020,0,17,85,50,2016,762,223,123,0,406,0,0,10,223,539,3880,544,1081,19,2111,0,28,97,488,3392,5Y10,117,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park"
129,53033011800,"Census Tract 118, King County, Washington",7600,2089,3135,24,1707,0,550,95,1503,6097,2373,467,1187,24,404,0,291,0,223,2150,766,138,342,0,243,0,0,43,138,628,4461,1484,1606,0,1060,0,259,52,1142,3319,5Y10,118,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap"
130,53033011900,"Census Tract 119, King County, Washington",7563,1710,2353,0,2734,0,53,713,1710,5853,1920,61,828,0,684,0,18,329,61,1859,956,478,176,0,286,0,0,16,478,478,4687,1171,1349,0,1764,0,35,368,1171,3516,5Y10,119,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap"
131,53033012000,"Census Tract 120, King County, Washington",3632,2928,84,145,146,0,37,292,2744,888,829,484,0,114,0,0,0,231,451,378,253,212,0,9,32,0,0,0,212,41,2550,2232,84,22,114,0,37,61,2081,469,5Y10,120,Seattle,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo"
132,53033012100,"Census Tract 121, King County, Washington",2565,2188,30,0,242,0,17,88,2105,460,382,266,0,0,74,0,0,42,224,158,514,484,0,0,30,0,0,0,484,30,1669,1438,30,0,138,0,17,46,1397,272,5Y10,121,Seattle,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo"
133,53033020100,"Census Tract 201, King County, Washington",3361,2857,0,15,275,8,31,175,2816,545,715,513,0,0,78,0,10,114,513,202,780,733,0,9,29,0,0,9,713,67,1866,1611,0,6,168,8,21,52,1590,276,5Y10,201,King County Balance,,,,
134,53033020200,"Census Tract 202, King County, Washington",5736,4582,103,0,764,0,0,287,4530,1206,1342,858,34,0,268,0,0,182,844,498,1218,1114,30,0,63,0,0,11,1114,104,3176,2610,39,0,433,0,0,94,2572,604,5Y10,202,King County Balance,,,,
135,53033020300,"Census Tract 203, King County, Washington",5642,4163,131,41,1022,0,70,215,4123,1519,1074,732,0,0,249,0,22,71,732,342,573,527,0,0,46,0,0,0,527,46,3995,2904,131,41,727,0,48,144,2864,1131,5Y10,203,King County Balance,,,,
136,53033020401,"Census Tract 204.01, King County, Washington",3297,2469,229,34,429,0,11,125,2313,984,535,350,50,17,60,0,11,47,308,227,372,267,0,0,105,0,0,0,259,113,2390,1852,179,17,264,0,0,78,1746,644,5Y10,204.01,King County Balance,,,,
137,53033020402,"Census Tract 204.02, King County, Washington",5168,3986,332,14,579,14,10,233,3956,1212,1057,716,166,0,73,0,0,102,716,341,952,896,0,0,56,0,0,0,896,56,3159,2374,166,14,450,14,10,131,2344,815,5Y10,204.02,King County Balance,,,,
138,53033020500,"Census Tract 205, King County, Washington",6016,4281,330,147,821,131,136,170,4138,1878,944,548,90,0,151,49,27,79,483,461,835,628,19,0,188,0,0,0,603,232,4237,3105,221,147,482,82,109,91,3052,1185,5Y10,205,King County Balance,,,,
139,53033020600,"Census Tract 206, King County, Washington",4036,2170,663,0,912,0,71,220,1985,2051,1090,448,350,0,197,0,10,85,389,701,370,305,12,0,53,0,0,0,305,65,2576,1417,301,0,662,0,61,135,1291,1285,5Y10,206,King County Balance,,,,
140,53033020700,"Census Tract 207, King County, Washington",3668,2753,103,0,656,0,16,140,2473,1195,734,525,32,0,137,0,0,40,455,279,348,240,12,0,80,0,0,16,240,108,2586,1988,59,0,439,0,16,84,1778,808,5Y10,207,King County Balance,,,,
141,53033020800,"Census Tract 208, King County, Washington",4187,3682,61,0,299,0,15,130,3498,689,882,754,27,0,29,0,0,72,719,163,775,721,0,0,54,0,0,0,712,63,2530,2207,34,0,216,0,15,58,2067,463,5Y10,208,King County Balance,,,,
142,53033020900,"Census Tract 209, King County, Washington",3228,2409,9,31,727,0,0,52,2235,993,584,453,0,0,101,0,0,30,402,182,547,499,9,0,39,0,0,0,492,55,2097,1457,0,31,587,0,0,22,1341,756,5Y10,209,King County Balance,,,,
143,53033021000,"Census Tract 210, King County, Washington",5564,3162,367,0,1137,30,453,415,3005,2559,1228,549,132,0,166,0,151,230,503,725,618,492,10,0,83,0,0,33,480,138,3718,2121,225,0,888,30,302,152,2022,1696,5Y10,210,King County Balance,,,,
144,53033021100,"Census Tract 211, King County, Washington",3965,2536,514,10,770,0,31,104,2362,1603,854,438,187,0,167,0,0,62,315,539,428,352,7,0,69,0,0,0,352,76,2683,1746,320,10,534,0,31,42,1695,988,5Y10,211,King County Balance,,,,
145,53033021300,"Census Tract 213, King County, Washington",3861,2773,249,47,682,0,21,89,2737,1124,644,335,98,0,211,0,0,0,335,309,544,524,0,0,20,0,0,0,509,35,2673,1914,151,47,451,0,21,89,1893,780,5Y10,213,King County Balance,,,,
146,53033021400,"Census Tract 214, King County, Washington",3748,3388,40,0,186,0,11,123,3289,459,849,776,11,0,10,0,0,52,750,99,515,449,0,0,66,0,0,0,439,76,2384,2163,29,0,110,0,11,71,2100,284,5Y10,214,King County Balance,,,,
147,53033021500,"Census Tract 215, King County, Washington",4455,3766,0,30,557,0,0,102,3726,729,936,828,0,0,62,0,0,46,828,108,786,722,0,12,52,0,0,0,701,85,2733,2216,0,18,443,0,0,56,2197,536,5Y10,215,King County Balance,,,,
148,53033021600,"Census Tract 216, King County, Washington",4852,3353,434,16,662,0,207,180,3259,1593,1017,578,44,0,155,0,121,119,575,442,619,455,0,0,164,0,0,0,445,174,3216,2320,390,16,343,0,86,61,2239,977,5Y10,216,King County Balance,,,,
149,53033021700,"Census Tract 217, King County, Washington",7184,5789,119,32,560,0,377,307,4886,2298,1818,1306,38,0,135,0,169,170,939,879,559,490,0,21,48,0,0,0,475,84,4807,3993,81,11,377,0,208,137,3472,1335,5Y10,217,King County Balance,,,,
150,53033021802,"Census Tract 218.02, King County, Washington",5156,3643,78,50,1188,0,96,101,3315,1841,1222,776,0,25,338,0,27,56,637,585,335,312,0,0,23,0,0,0,312,23,3599,2555,78,25,827,0,69,45,2366,1233,5Y10,218.02,King County Balance,,,,
151,53033021803,"Census Tract 218.03, King County, Washington",4436,3757,48,21,269,0,162,179,3340,1096,1202,1011,0,0,115,0,53,23,816,386,487,472,0,0,15,0,0,0,461,26,2747,2274,48,21,139,0,109,156,2063,684,5Y10,218.03,King County Balance,,,,
152,53033021804,"Census Tract 218.04, King County, Washington",4018,3065,41,24,422,111,78,277,2987,1031,887,568,13,0,32,38,38,198,531,356,384,371,0,0,13,0,0,0,371,13,2747,2126,28,24,377,73,40,79,2085,662,5Y10,218.04,King County Balance,,,,
153,53033021903,"Census Tract 219.03, King County, Washington",5906,4489,87,26,793,0,349,162,4319,1587,976,765,20,0,28,0,116,47,749,227,875,809,0,0,66,0,0,0,787,88,4055,2915,67,26,699,0,233,115,2783,1272,5Y10,219.03,King County Balance,,,,
154,53033021904,"Census Tract 219.04, King County, Washington",5423,3349,74,7,1134,77,583,199,2928,2495,1496,709,25,0,358,45,275,84,540,956,324,266,0,0,58,0,0,0,266,58,3603,2374,49,7,718,32,308,115,2122,1481,5Y10,219.04,King County Balance,,,,
155,53033021905,"Census Tract 219.05, King County, Washington",4879,3926,168,16,260,63,192,254,3518,1361,1126,768,56,5,31,29,31,206,616,510,491,453,0,0,10,0,14,14,429,62,3262,2705,112,11,219,34,147,34,2473,789,5Y10,219.05,King County Balance,,,,
156,53033021906,"Census Tract 219.06, King County, Washington",3986,3167,155,23,517,0,67,57,3108,878,918,705,38,12,129,0,27,7,675,243,220,208,0,0,12,0,0,0,208,12,2848,2254,117,11,376,0,40,50,2225,623,5Y10,219.06,King County Balance,,,,
157,53033022001,"Census Tract 220.01, King County, Washington",4500,3921,14,12,411,0,0,142,3505,995,1011,761,0,0,122,0,0,128,591,420,833,809,0,0,24,0,0,0,809,24,2656,2351,14,12,265,0,0,14,2105,551,5Y10,220.01,King County Balance,,,,
158,53033022003,"Census Tract 220.03, King County, Washington",5655,4467,300,30,671,0,0,187,4251,1404,1390,1163,65,0,99,0,0,63,1061,329,313,281,10,0,0,0,0,22,281,32,3952,3023,225,30,572,0,0,102,2909,1043,5Y10,220.03,King County Balance,,,,
